Authors,Author(s) ID,Link
"Almendral J.A., Sendiña-Nadal I., Yu D., Leyva I., Boccaletti S.","7006920889;6602499111;56332086600;55398853600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649134709&doi=10.1103%2fPhysRevE.80.066111&partnerID=40&md5=f1309468ee47015489ce75c5ede7fa52"
"Leyva I., Sendina-Nadal I., Buldu J.M., Almendral J.A., Boccaletti S.","55398853600;6602499111;6602820274;7006920889;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349437260&doi=10.1080%2f00207720802556278&partnerID=40&md5=d3255f889e99e0497ed5a6292ea201a8"
"Pisarchik A.N., Jaimes-Reátegui R., Sevilla-Escoboza R., Boccaletti S.","7005864666;8941071700;26654545800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67549086297&doi=10.1103%2fPhysRevE.79.055202&partnerID=40&md5=ef659414ae85a7e9530ccadce2636f5f"
"Sendiña-Nadal I., Leyva I., Buldú J.M., Almendral J.A., Boccaletti S.","6602499111;55398853600;6602820274;7006920889;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549089116&doi=10.1103%2fPhysRevE.79.046105&partnerID=40&md5=5091189de0166e6ce8b79fd868d5eda1"
"Boccaletti S., Latora V., Moreno Y.","7006291912;7003540219;7004893698;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116539275&partnerID=40&md5=39e2c81ba8a69ae9e04a60bab11d2438"
"Boccaletti S., Latora V., Moreno Y.","7006291912;7003540219;7004893698;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116538830&doi=10.1142%2f7182&partnerID=40&md5=94aff9e7f9e28966f6e261311f07526e"
"Fuchs E., Ayali A., Ben-Jacob E., Boccaletti S.","56578615600;6603870315;7005078550;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349774699&doi=10.1088%2f1478-3975%2f6%2f3%2f036018&partnerID=40&md5=83f1988691353de4df8cb63975393e75"
"Boccaletti S., Criado R., Pello J., Romance M., Vela-PÉrez M.","7006291912;6603726429;55885484100;15731654400;25825908300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449141162&doi=10.1142%2fS0218127409023093&partnerID=40&md5=8187baa8fd211f02f473df0bc57126f9"
"Boccaletti S., Criado R., Romance M.","7006291912;6603726429;15731654400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449113021&doi=10.1142%2fS0218127409023019&partnerID=40&md5=62fc920920d10d2cb269eb49cd20079b"
"Li D., Leyva I., Almendral J.A., Sendiña-Nadal I., Buldú J.M., Havlin S., Boccaletti S.","37057582400;55398853600;7006920889;6602499111;6602820274;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54849437359&doi=10.1103%2fPhysRevLett.101.168701&partnerID=40&md5=ffea0b4abfe7b06c7a1e505494f76f0a"
"Sendiña-Nadal I., Buldú J.M., Leyva I., Boccaletti S.","6602499111;6602820274;55398853600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249151523&doi=10.1371%2fjournal.pone.0002644&partnerID=40&md5=178bd1842348a449fa4954352854bee4"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949110120&doi=10.1016%2fS1574-6917%2807%2900207-3&partnerID=40&md5=547ec5306cd6d348d6abcef08da22c22"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949108934&doi=10.1016%2fS1574-6917%2807%2900202-4&partnerID=40&md5=cca1c8d7d9c65f5ad15f562ec7923fa1"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949108933&doi=10.1016%2fS1574-6917%2807%2900201-2&partnerID=40&md5=60ec37c72a1856b40834f3dc747516a5"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949106345&doi=10.1016%2fS1574-6917%2807%2900208-5&partnerID=40&md5=250953e531dc0e1fe9b2b3696b3bb6a3"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949098424&doi=10.1016%2fS1574-6917%2807%2900206-1&partnerID=40&md5=8cb552194a078ba6747e796504318f6c"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949098115&doi=10.1016%2fS1574-6917%2807%2900203-6&partnerID=40&md5=f8d73494f2cde5ab9bdd0890e1d472e7"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949096891&doi=10.1016%2fS1574-6917%2807%2900204-8&partnerID=40&md5=df51ffb46f09227e928effb48fca9ae8"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949086758&doi=10.1016%2fS1574-6917%2807%2900205-X&partnerID=40&md5=f49dcbfe14160ef458896ed7d3e154b2"
"Barrat A., Boccaletti S., Caldarelli G., Chessa A., Latora V., Motter E.","7003666520;7006291912;55139905100;6604050350;7003540219;6701853261;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449105077&doi=10.1088%2f1751-8121%2f41%2f22%2f220301&partnerID=40&md5=8e0f5ee35901147a9f07b5e2678a08a0"
"Boccaletti S., Bragard J.","7006291912;55952604900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889468899&doi=10.1002%2f9783527622313.ch9&partnerID=40&md5=b40772172ca1da0695f4e1a923c63da1"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40849134164&doi=10.1016%2fS1574-6917%2807%2906001-1&partnerID=40&md5=9d03a2839c4a28cb3e2a72e45be11d41"
"Boccaletti S.","7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40849086440&doi=10.1016%2fS1574-6917%2807%2906002-3&partnerID=40&md5=57ddbd24518b625e61b3fb1b9b03e412"
"Meucci R., Salvadori F., Al Naimee K., Brugioni S., Goswami B.K., Boccaletti S., Arecchi F.T.","56284385600;15822733000;15052968000;6603008607;7101686909;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37549043604&doi=10.1098%2frsta.2007.2104&partnerID=40&md5=e7b426a0bd839a30bc7cb0c77acd5144"
"Frasca M., Buscarino A., Rizzo A., Fortuna L., Boccaletti S.","7006655104;14015085600;7202135907;7006124439;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849183439&doi=10.1103%2fPhysRevLett.100.044102&partnerID=40&md5=877c848edc850f09eaf06362a511a2e0"
"Boccaletti S., Chavez M.","7006291912;9242166800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133288299&doi=10.1142%2f9789812814050_0005&partnerID=40&md5=04618acdf996f24c8cac3fa32bc0082f"
"Zanin M., Buldú J.M., Cano P., Boccaletti S.","23991967500;6602820274;56248848600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46449107066&doi=10.1063%2f1.2901916&partnerID=40&md5=8aa54fc48bf1a8dc104e2466ff5cff23"
"Filatova A.E., Hramov A.E., Koronovskii A.A., Boccaletti S.","55758753300;6603156741;7004189995;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46449096740&doi=10.1063%2f1.2940685&partnerID=40&md5=777921368df944231ef25614ec264ead"
"Hramov A.E., Khramova A.E., Koronovskii A.A., Boccaletti S.","6603156741;55758753300;7004189995;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45149097676&doi=10.1142%2fS0218127408020707&partnerID=40&md5=a7ff0efb744e675576e7a174746336d9"
"Angelini L., Marinazzo D., Pellicoro M., Stramaglia S., Boccaletti S.","56236469000;22941627800;8632815800;7003324576;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72349094095&doi=10.1063%2f1.2828753&partnerID=40&md5=995ed331a0e848f689e3275f6b945f8f"
"Pluchino A., Latora V., Rapisarda A., Boccaletti S.","6602888162;7003540219;7007009318;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54249155778&doi=10.1063%2f1.2828752&partnerID=40&md5=b9b0cc1d0949fdc7c9a24b7e721ac81f"
"Yamapi R., Boccaletti S.","35605396500;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348960917&doi=10.1016%2fj.physleta.2007.05.112&partnerID=40&md5=d2ec57b17e38def5241a7b94337515f6"
"Hramov A.E., Koronovskii A.A., Kurovskaya M.K., Ovchinnikov A.A., Boccaletti S.","6603156741;7004189995;8848465300;35727812900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547855456&doi=10.1103%2fPhysRevE.76.026206&partnerID=40&md5=e8923ce840521a8ea681e34f7af2e012"
"Casado S., González-Viñas W., Boccaletti S., Ramazza P.L., Mancini H.","57198140394;35588566200;7006291912;7004651627;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447561873&doi=10.1140%2fepjst%2fe2007-00171-2&partnerID=40&md5=f4b79c7bdf6423f9d56c3b3630775dde"
"Chavez M., Hwang D.-U., Boccaletti S.","9242166800;7401879393;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447544504&doi=10.1140%2fepjst%2fe2007-00174-y&partnerID=40&md5=a12df69c647a6159260663833018ec39"
"Buldú J.M., Cano P., Koppenberger M., Almendral J.A., Boccaletti S.","6602820274;56248848600;8380775000;7006920889;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547328648&doi=10.1088%2f1367-2630%2f9%2f6%2f172&partnerID=40&md5=63af140c1c74a9bd43e4828c54f39c40"
"Ando H., Boccaletti S., Aihara K.","55315204500;7006291912;7103203284;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547376504&doi=10.1103%2fPhysRevE.75.066211&partnerID=40&md5=108b475ac2996c2842c7be67565d6d79"
"Boccaletti S., Ivanchenko M., Latora V., Pluchino A., Rapisarda A.","7006291912;6603861723;7003540219;6602888162;7007009318;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247133104&doi=10.1103%2fPhysRevE.75.045102&partnerID=40&md5=24d6131fe1972b1b338fb92515ee3a02"
"Lodato I., Boccaletti S., Latora V.","16230720700;7006291912;7003540219;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79051469358&doi=10.1209%2f0295-5075%2f78%2f28001&partnerID=40&md5=ca268655271fa2afddacc1b83e6c29a6"
"Arecchi F.T., Meucci R., Allaria E., Boccaletti S.","7005414320;56284385600;6603817098;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874561060&doi=10.1007%2f978-88-470-0534-1_9&partnerID=40&md5=8ced44d82d7a8a0a86468d99ad512921"
"Brugioni S., Hwang D.U., Meucci R., Boccaletti S.","6603008607;7401879393;56284385600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349089309&doi=10.1142%2fS0218127407019160&partnerID=40&md5=a4982017b69d74c8173763c60eef5b38"
"Ben-Jacob E., Boccaletti S., Pomyalov A., Procaccia I., Towle V.L.","7005078550;7006291912;6602679391;7006149018;7004514341;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649023955&doi=10.1063%2f1.2805658&partnerID=40&md5=c3eec6b2a3e02c83de5d2be9b8c1a141"
"Bragard J., Vidal G., Mancini H., Mendoza C., Boccaletti S.","55952604900;23104606100;7004841917;57196913667;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649013184&doi=10.1063%2f1.2797378&partnerID=40&md5=e6312f2aaf8e0194bb21bf8263c3986a"
"Boccaletti S., Buldú J., Criado R., Flores J., Latora V., Pello J., Romance M.","7006291912;6602820274;6603726429;10140124600;7003540219;55885484100;15731654400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649006556&doi=10.1063%2f1.2801687&partnerID=40&md5=d36e2720c1ada0f03f48b7d62876345a"
"Boccaletti S., Latora V.","7006291912;7003540219;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548478367&doi=10.1142%2fS0218127407018348&partnerID=40&md5=7cda33cdc3d84541cc366ca98cb4d1cc"
"Boccaletti S., Hwang D.-U., Latora V.","7006291912;7401879393;7003540219;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548476045&doi=10.1142%2fS0218127407018518&partnerID=40&md5=84787855b3529885835ded3fec25ec5d"
"Mendoza C., Bragard J., Ramazza P.L., Martínez-Mardones J., Boccaletti S.","57196913667;55952604900;7004651627;6603166381;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547452262&doi=10.3934%2fmbe.2007.4.523&partnerID=40&md5=1636aefc4d424160be2887ad7170ccee"
"Angelini L., Boccaletti S., Marinazzo D., Pellicoro M., Stramaglia S.","56236469000;7006291912;22941627800;8632815800;7003324576;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547278828&doi=10.1063%2f1.2732162&partnerID=40&md5=24b6c126fa1185be7daabedf8719affa"
"López-Ruiz R., Moreno Y., Pacheco A.F., Boccaletti S., Hwang D.-U.","6701327693;7004893698;57224718928;7006291912;7401879393;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845619173&doi=10.1016%2fj.neunet.2006.04.002&partnerID=40&md5=761ae86adcfd5ef03bc8744edd3ce602"
"Chavez M., Hwang D.-U., Martinerie J., Boccaletti S.","9242166800;7401879393;7003299143;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845562457&doi=10.1103%2fPhysRevE.74.066107&partnerID=40&md5=702d6a3e647d3e9be866bdbb911cec75"
"Pluchino A., Boccaletti S., Latora V., Rapisarda A.","6602888162;7006291912;7003540219;7007009318;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750063656&doi=10.1016%2fj.physa.2006.08.016&partnerID=40&md5=5b2940d3960b11a977e46982605f8959"
"Chavez M., Adam C., Boccaletti S., Martinerie J.","9242166800;7101789489;7006291912;7003299143;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889296233&doi=10.1002%2f9783527609970.ch9&partnerID=40&md5=9ea9b244453bb740b8daab43b0d5f0cb"
"Meucci R., Salvadori F., Ivanchenko M.V., Naimee K.A., Zhou C., Arecchi F.T., Boccaletti S., Kurths J.","56284385600;15822733000;6603861723;15052968000;7403347050;7005414320;7006291912;35317963900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846342595&doi=10.1103%2fPhysRevE.74.066207&partnerID=40&md5=637c72e55beb0fc2e11b575d439e9771"
"Frasca M., Buscarino A., Rizzo A., Fortuna L., Boccaletti S.","7006655104;14015085600;7202135907;7006124439;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749033883&doi=10.1103%2fPhysRevE.74.036110&partnerID=40&md5=5ec2fffd6266c17b883c9f43b441e8d8"
"Boccaletti S., Hwang D.-U., Chavez M., Amann A., Kurths J., Pecora L.M.","7006291912;7401879393;9242166800;7007093573;35317963900;7005178558;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749001996&doi=10.1103%2fPhysRevE.74.016102&partnerID=40&md5=b31c1d954d862c8f51e03c8d3352140f"
"Boccaletti S., Koronovsky A.A., Trubetskov D.I., Khramov A.E., Khramova A.E.","7006291912;7004189995;7004362558;6603156741;55758753300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847113975&doi=10.1007%2fs11141-006-0118-x&partnerID=40&md5=72139e569cba8ce067ce2ba59bfdde67"
"Hramov A.E., Koronovskii A.A., Kurovskaya M.K., Boccaletti S.","6603156741;7004189995;8848465300;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748702499&doi=10.1103%2fPhysRevLett.97.114101&partnerID=40&md5=f6ce92dfca5a56a96ab5aa28ddcdf4b2"
"Boccaletti S., Bragard J.","7006291912;55952604900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748323130&doi=10.1098%2frsta.2006.1830&partnerID=40&md5=1731c5b8a7b8314b19e01ffda29e55ec"
"Pisarchik A.N., Jaimes-Reátegui R., Villalobos-Salazar J.R., García-López J.H., Boccaletti S.","7005864666;8941071700;57214567054;57196778740;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745306650&doi=10.1103%2fPhysRevLett.96.244102&partnerID=40&md5=b9458bf39dd3464713fc516e9f21f311"
"Ramazza P.L., Bortolozzo U., Boccaletti S.","7004651627;6505856335;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645136539&doi=10.1103%2fPhysRevE.73.036213&partnerID=40&md5=c37e07ff0e6233dca15222fb205520e2"
"Boccaletti S., Latora V., Moreno Y., Chavez M., Hwang D.-U.","7006291912;7003540219;7004893698;9242166800;7401879393;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344474880&doi=10.1016%2fj.physrep.2005.10.009&partnerID=40&md5=59858cab2745f64e4a072e575ad1b345"
"Sorrentino F., di Bernardo M., Cuéllar G.H., Boccaletti S.","35231115500;7006817977;56002769300;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751106667&doi=10.1016%2fj.physd.2006.09.030&partnerID=40&md5=9c817dd13a2f964e8036d16d3582bcf8"
"Boccaletti S., Pecora L.M.","7006291912;7005178558;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645682833&doi=10.1063%2f1.2185009&partnerID=40&md5=e973977e5184d81d95fa69da0394902c"
"Chavez M., Hwang D.-U., Amann A., Boccaletti S.","9242166800;7401879393;7007093573;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645664519&doi=10.1063%2f1.2180467&partnerID=40&md5=5dcce37a8ab1a71b86d76b077e951a49"
"Fiasconaro A., Spagnolo B., Boccaletti S.","8660602900;7003559874;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244486280&doi=10.1103%2fPhysRevE.72.061110&partnerID=40&md5=bcbaa03f166448c64d36d25f5f8459de"
"Ramazza P.L., Bortolozzo U., Boccaletti S., Arecchi F.T.","7004651627;6505856335;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844457087&doi=10.1007%2fs00340-005-2017-9&partnerID=40&md5=54c259c3941a89e4780819ffec1cfd38"
"Chavez M., Hwang D.-U., Amann A., Hentschel H.G.E., Boccaletti S.","9242166800;7401879393;7007093573;7006517214;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744507117&doi=10.1103%2fPhysRevLett.94.218701&partnerID=40&md5=61dc427784374545a2363bdb75c0050a"
"Brugioni S., Hwang D.-U., Meucci R., Boccaletti S.","6603008607;7401879393;56284385600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944481843&doi=10.1103%2fPhysRevE.71.062101&partnerID=40&md5=9948d571e0efc294b68d027cfebd0601"
"Boccaletti S., Mendoza C., Bragard J.","7006291912;57196913667;55952604900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744438317&doi=10.1142%2fS0219477505002628&partnerID=40&md5=ad2acf5fd558b69d733d3c005bd039c9"
"Hwang D.-U., Chavez M., Amann A., Boccaletti S.","7401879393;9242166800;7007093573;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144376339&doi=10.1103%2fPhysRevLett.94.138701&partnerID=40&md5=aec7d99a7f3ae9b40a0cc7fe8ed93519"
"Bragard J., Montbrió E., Mendoza C., Boccaletti S., Blasius B.","55952604900;6505916706;57196913667;7006291912;6701526023;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41349104249&doi=10.1103%2fPhysRevE.71.025201&partnerID=40&md5=f856d3da00b2ed78ca647b5da9f2741f"
"Boccaletti S., Mendoza C., Bragard J.","7006291912;57196913667;55952604900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750075174&doi=10.1590%2fS0103-97332005000300008&partnerID=40&md5=ed85e3a8cc8b8291f03ec04e27420002"
"Chavez M., Adam C., Navarro V., Boccaletti S., Martinerie J.","9242166800;7101789489;56234477800;7006291912;7003299143;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144441460&doi=10.1063%2f1.1938467&partnerID=40&md5=21060ab3c76ef0ecf68261248d31f581"
"Bortolozzo U., Ramazza P.L., Boccaletti S.","6505856335;7004651627;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17744377683&doi=10.1063%2f1.1845011&partnerID=40&md5=59d1f40a3a7d3232867a8984d407d07d"
"Harrison R.W., Boccaletti S., House L.","57217263514;7006291912;7004693986;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444485423&partnerID=40&md5=cbb3222bbdba7f440b0b4ebcb45d72ac"
"Tokuda I., Kurths J., Allaria E., Meucci R., Boccaletti S., Arecchi F.T.","6603900553;35317963900;6603817098;56284385600;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42749102156&doi=10.1103%2fPhysRevE.70.035204&partnerID=40&md5=4cba643aa6b469c82f8f2d329d69dff6"
"Bragard J., Boccaletti S., Mendoza C., Hentschel H.G.E., Mancini H.","55952604900;7006291912;57196913667;7006517214;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649028750&doi=10.1103%2fPhysRevE.70.036219&partnerID=40&md5=0c458782690f0c60afbe4bccef939ff7"
"Pastur L., Gostiaux L., Bortolozzo U., Boccaletti S., Ramazza P.L.","7003322268;13908337400;6505856335;7006291912;7004651627;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649108847&doi=10.1103%2fPhysRevLett.93.063902&partnerID=40&md5=564646f90ac11fda714ad1739f9b3915"
"Boccaletti S., Allaria E., Meucci R.","7006291912;6603817098;56284385600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42749099820&doi=10.1103%2fPhysRevE.69.066211&partnerID=40&md5=d9c72a0d8ce8b58b5add4d4b760a7c79"
"Baptista M.S., Boccaletti S., Josić K., Leyva I.","7102934062;7006291912;6602695446;55398853600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42749099466&partnerID=40&md5=72fdfce2be30b6cbd01e849a353fa308"
"Mendoza C., Boccaletti S., Politi A.","57196913667;7006291912;8715369300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649030552&partnerID=40&md5=6ef36a50681aa691d285b86c48430d5b"
"Pastur L., Boccaletti S., Ramazza P.L.","7003322268;7006291912;7004651627;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42749108347&doi=10.1103%2fPhysRevE.69.036201&partnerID=40&md5=9472bec77b3eabfe0318977f364486cb"
"Bove I., Boccaletti S., Bragard J., Kurths J., Mancini H.","6507693223;7006291912;55952604900;35317963900;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744247054&partnerID=40&md5=5b33bf0ed90b83bed005f137d79e7748"
"Mendoza C., Boccaletti S., Politi A.","57196913667;7006291912;8715369300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036417351&doi=10.1103%2fPhysRevE.69.047202&partnerID=40&md5=36cce229f8c00536d8ed369252e3d452"
"Bragard J., Boccaletti S., Mendoza C., Hentschel H.G.E., Mancini H.","55952604900;7006291912;57196913667;7006517214;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036371304&doi=10.1103%2fPhysRevE.70.036219&partnerID=40&md5=1d4e8b6ca2cdcd936798fe2924bcab95"
"Bove I., Boccaletti S., Bragard J., Kurths J., Mancini H.","6507693223;7006291912;55952604900;35317963900;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036361262&doi=10.1103%2fPhysRevE.69.016208&partnerID=40&md5=af82755e007e1b415b22e3f1cfbc97ce"
"Baptista M.S., Boccaletti S., Josić K., Leyva I.","57196355789;7006291912;6602695446;55398853600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036267442&doi=10.1103%2fPhysRevE.69.056228&partnerID=40&md5=1ca29951f23062464f5082f080307ec1"
"Tokuda I., Kurths J., Allaria E., Meucci R., Boccaletti S., Arecchi F.T.","6603900553;35317963900;6603817098;56284385600;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036252152&doi=10.1103%2fPhysRevE.70.035204&partnerID=40&md5=be925e1056ec8ec04890c5427a769aa3"
"Boccaletti S., Allaria E., Meucci R.","7006291912;6603817098;56284385600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036154641&doi=10.1103%2fPhysRevE.69.066211&partnerID=40&md5=46e20ee9560e76bf5a5f3aad8425511b"
"Leyva I., Allaria E., Boccaletti S., Arecchi F.T.","55398853600;6603817098;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442322407&doi=10.1063%2f1.1628431&partnerID=40&md5=62d58d00fc95b3cbfafe5d22dcd64a80"
"López-Ruiz R., Boccaletti S.","6701327693;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844266459&doi=10.1142%2fS0218127404009727&partnerID=40&md5=b024126bbcf65c71dd57f52be866a2b5"
"Soregaroli C., Boccaletti S., Moro D.","15133256400;7006291912;7006320048;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544442657&partnerID=40&md5=89a9b03af43d65c67eba34c2f5f0a838"
"Marino I.P., Allaria E., Meucci R., Boccaletti S., Arecchi F.T.","7006140735;6603817098;56284385600;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342446542&doi=10.1117%2f12.531123&partnerID=40&md5=a4ee39ffd77ea9bedaa30a6e827e99b8"
"Leyva I., Allaria E., Boccaletti S., Arecchi F.T.","55398853600;6603817098;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442330381&partnerID=40&md5=3b4061fd659fa4b3074d244421641496"
"Meucci R., Zhou C.S., Allaria E., Arecchi F.T., Boccaletti S., Kurths J.","56284385600;7403347050;6603817098;7005414320;7006291912;35317963900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077217044&doi=10.1063%2f1.1612198&partnerID=40&md5=259af50c8990b4e1426812d430fdae08"
"Pecora L., Boccaletti S., Valladares D.L., Moniz L., Geffert H.P., Carroll T.","7005178558;7006291912;6603075642;8274492100;8408474400;7102900241;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077213575&doi=10.1063%2f1.1612231&partnerID=40&md5=31bcccdea2b9ff03d16fb092de8158ac"
"Bragard J., Boccaletti S., Mancini H.","55952604900;7006291912;7004841917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141564748&doi=10.1103%2fPhysRevLett.91.064103&partnerID=40&md5=a72cfb61e2eb58fed9311b54b6ce0007"
"Zhou C.S., Kurths J., Allaria E., Boccaletti S., Meucci R., Arecchi F.T.","7403347050;35317963900;6603817098;7006291912;56284385600;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649026507&partnerID=40&md5=0624edb1e5879b930414073b48459dfb"
"Zhou C.S., Kurths J., Allaria E., Boccaletti S., Meucci R., Arecchi F.T.","7403347050;35317963900;6603817098;7006291912;56284385600;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037183521&doi=10.1103%2fPhysRevE.67.066220&partnerID=40&md5=deca2d46d4201e2d7bf75d81ab9be56d"
"Arecchi F.T., Allaria E., Leyva I., Boccaletti S.","7005414320;6603817098;55398853600;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945359260&doi=10.1109%2fPHYCON.2003.1236892&partnerID=40&md5=34829339cafb1112cdedae5b99c115ba"
"Leyva I., Allaria E., Boccaletti S., Arecchi F.T.","55398853600;6603817098;7006291912;7005414320;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945135702&doi=10.1103%2fPhysRevE.68.066209&partnerID=40&md5=6f7f4347aeec59ac0fd9c10cc63d536e"
